job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
blue-collar,married,primary,yes,-589,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,-8,no,no,2,-1,0,no,unknown
management,married,unknown,no,0,no,no,1,-1,0,no,unknown
management,married,primary,no,247,yes,yes,1,-1,0,no,unknown
technician,married,unknown,no,5543,no,no,5,-1,0,no,unknown
blue-collar,married,primary,no,642,no,yes,1,-1,0,no,unknown
retired,married,secondary,no,11,no,no,1,-1,0,no,unknown
management,married,primary,no,-226,yes,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,5191,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,-320,no,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,2289,yes,yes,1,-1,0,no,unknown
admin.,married,secondary,no,725,yes,no,3,99,8,no,failure
technician,single,tertiary,no,705,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,776,yes,no,4,253,1,no,failure
unemployed,married,tertiary,no,816,yes,no,7,-1,0,no,unknown
services,married,secondary,no,171,no,no,9,-1,0,no,unknown
services,married,secondary,no,812,no,no,6,-1,0,no,unknown
services,married,secondary,no,823,no,no,4,-1,0,yes,unknown
technician,single,secondary,no,1453,yes,no,1,343,1,no,other
blue-collar,single,unknown,no,431,yes,no,12,-1,0,no,unknown
admin.,single,secondary,no,1009,yes,no,1,-1,0,no,unknown
self-employed,married,primary,no,286,yes,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,22370,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,2111,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,5366,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,181,yes,yes,2,-1,0,no,unknown
blue-collar,divorced,secondary,no,-452,yes,no,5,-1,0,no,unknown
unemployed,divorced,primary,no,1770,no,no,3,-1,0,no,unknown
retired,married,primary,no,0,no,no,1,-1,0,no,unknown
admin.,single,secondary,no,-296,yes,no,1,-1,0,no,unknown
management,married,primary,no,2358,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,1200,no,no,3,-1,0,yes,unknown
housemaid,single,primary,no,109,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,616,yes,no,1,-1,0,no,unknown
services,divorced,secondary,no,4906,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,313,no,no,4,-1,0,no,unknown
blue-collar,married,primary,no,290,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,1240,no,no,2,-1,0,no,unknown
admin.,single,tertiary,no,3672,yes,no,2,351,5,no,failure
retired,married,secondary,no,19,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,143,yes,no,1,-1,0,no,unknown
retired,divorced,secondary,no,212,no,yes,1,-1,0,no,unknown
management,married,tertiary,no,9,no,no,4,-1,0,yes,unknown
blue-collar,married,primary,no,3074,no,no,1,-1,0,no,unknown
management,married,tertiary,no,1734,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,575,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,397,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,640,yes,no,3,-1,0,no,unknown
services,married,secondary,no,158,yes,no,1,-1,0,no,unknown
management,married,secondary,no,2984,yes,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,1011,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,0,yes,no,1,192,4,yes,failure
management,married,tertiary,no,1133,yes,no,1,181,2,yes,other
technician,married,secondary,no,4945,yes,no,2,-1,0,yes,unknown
technician,married,secondary,no,712,yes,no,2,-1,0,no,unknown
services,single,secondary,no,-427,yes,yes,2,-1,0,no,unknown
admin.,married,secondary,no,2146,no,yes,1,-1,0,no,unknown
admin.,married,secondary,no,92,yes,no,2,350,1,no,failure
unemployed,married,secondary,no,10,yes,no,4,-1,0,no,unknown
retired,married,primary,no,1238,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,981,yes,no,3,-1,0,no,unknown
entrepreneur,married,unknown,no,575,no,no,2,-1,0,no,unknown
admin.,divorced,unknown,no,-70,no,no,1,-1,0,no,unknown
student,single,tertiary,no,3733,yes,no,1,98,6,yes,success
management,single,tertiary,no,574,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,43,no,no,1,-1,0,no,unknown
management,married,tertiary,no,428,no,no,1,-1,0,no,unknown
housemaid,married,primary,no,0,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,0,yes,yes,2,259,2,no,failure
management,single,tertiary,no,474,yes,no,3,-1,0,no,unknown
services,married,secondary,no,-540,no,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,560,yes,no,1,136,1,no,failure
management,married,tertiary,no,325,yes,no,2,-1,0,yes,unknown
management,single,tertiary,no,437,no,no,1,92,1,yes,success
blue-collar,married,primary,no,574,no,no,1,-1,0,no,unknown
retired,married,primary,no,0,no,no,3,-1,0,no,unknown
retired,married,secondary,no,935,no,no,1,104,1,no,other
services,married,secondary,no,699,yes,no,1,-1,0,no,unknown
admin.,single,primary,no,0,no,no,11,-1,0,no,unknown
blue-collar,married,secondary,no,-220,yes,no,1,-1,0,no,unknown
services,married,secondary,no,11417,yes,no,2,-1,0,no,unknown
housemaid,married,primary,no,212,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,67,yes,yes,3,-1,0,no,unknown
admin.,divorced,secondary,no,0,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,0,no,yes,2,-1,0,no,unknown
technician,married,secondary,no,1673,no,no,1,-1,0,no,unknown
services,married,secondary,no,-1202,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,4213,no,no,4,-1,0,no,unknown
blue-collar,married,primary,no,0,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1521,yes,yes,2,178,5,no,failure
management,married,tertiary,no,1310,no,no,3,158,7,no,other
admin.,married,secondary,no,0,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,399,no,no,1,-1,0,no,unknown
technician,married,tertiary,no,405,no,no,3,-1,0,no,unknown
management,divorced,tertiary,no,9756,yes,no,2,95,1,yes,other
management,single,tertiary,no,2506,no,no,1,-1,0,yes,unknown
management,married,tertiary,no,697,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,403,yes,no,2,338,1,no,success
retired,divorced,tertiary,no,890,no,no,3,-1,0,no,unknown
technician,divorced,secondary,no,809,yes,no,2,363,4,no,failure
housemaid,married,secondary,no,158,yes,no,1,-1,0,no,unknown
student,single,unknown,no,137,yes,no,3,-1,0,no,unknown
housemaid,married,secondary,no,2705,no,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,75,yes,no,9,-1,0,yes,unknown
management,married,unknown,no,2457,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,541,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,287,yes,no,2,274,3,no,other
management,married,tertiary,no,273,yes,yes,3,-1,0,no,unknown
services,divorced,secondary,no,0,yes,no,5,-1,0,no,unknown
unknown,married,unknown,no,677,no,no,1,99,4,no,success
self-employed,married,primary,no,340,no,no,3,-1,0,no,unknown
technician,married,tertiary,no,98,no,no,4,-1,0,no,unknown
technician,divorced,tertiary,no,477,yes,no,1,366,1,no,failure
management,single,tertiary,no,2629,no,no,4,-1,0,no,unknown
housemaid,married,tertiary,no,0,no,yes,2,-1,0,no,unknown
technician,single,tertiary,no,2325,no,no,1,-1,0,yes,unknown
services,married,secondary,yes,-20,no,no,2,-1,0,no,unknown
technician,single,secondary,no,230,yes,no,1,266,8,yes,failure
management,divorced,secondary,no,-852,no,yes,2,-1,0,no,unknown
blue-collar,single,primary,no,-280,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,25,no,no,2,-1,0,yes,unknown
technician,single,tertiary,no,9851,yes,no,5,-1,0,no,unknown
services,single,unknown,no,5095,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,687,no,no,4,-1,0,no,unknown
management,married,secondary,no,1368,yes,no,4,-1,0,no,unknown
blue-collar,single,primary,no,-179,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,-396,yes,no,1,350,1,no,failure
blue-collar,single,tertiary,no,1011,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,9,no,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,1159,yes,yes,9,-1,0,no,unknown
technician,married,primary,no,-322,no,no,2,-1,0,no,unknown
technician,divorced,secondary,no,1114,yes,no,1,-1,0,no,unknown
services,married,secondary,no,2072,no,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,459,yes,no,4,-1,0,no,unknown
unknown,married,secondary,no,1157,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,8309,yes,yes,1,-1,0,no,unknown
technician,single,tertiary,no,1043,no,no,10,-1,0,no,unknown
technician,married,secondary,no,2098,no,no,2,-1,0,no,unknown
unemployed,single,secondary,no,461,no,no,1,-1,0,no,unknown
technician,single,secondary,no,61,yes,no,8,-1,0,no,unknown
blue-collar,married,secondary,no,1203,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,1067,no,yes,6,-1,0,no,unknown
unemployed,married,primary,no,0,no,no,1,-1,0,no,unknown
management,married,tertiary,no,1657,yes,no,2,356,4,no,failure
technician,married,secondary,no,1219,no,no,4,-1,0,yes,unknown
technician,married,secondary,no,7,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-839,yes,yes,2,-1,0,yes,unknown
technician,married,secondary,no,994,no,no,1,241,1,no,failure
entrepreneur,married,tertiary,no,6,no,no,1,-1,0,no,unknown
technician,single,secondary,no,0,no,no,2,-1,0,no,unknown
blue-collar,single,primary,no,8627,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,133,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,247,yes,yes,5,-1,0,no,unknown
services,married,secondary,no,1114,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1592,no,yes,4,-1,0,no,unknown
retired,married,unknown,no,0,no,no,6,-1,0,no,unknown
admin.,married,tertiary,no,46,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1221,yes,no,1,90,8,no,failure
management,married,secondary,no,985,no,no,6,-1,0,yes,unknown
blue-collar,divorced,secondary,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,520,no,no,1,-1,0,no,unknown
services,married,tertiary,no,10,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,2157,yes,no,1,364,2,no,failure
retired,married,secondary,no,6095,yes,yes,5,-1,0,no,unknown
retired,married,tertiary,no,133,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,1121,no,no,6,-1,0,no,unknown
services,married,secondary,no,88,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,10,-1,0,no,unknown
management,single,tertiary,no,-328,yes,no,2,-1,0,no,unknown
unemployed,married,secondary,no,610,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,414,no,no,2,-1,0,no,unknown
management,divorced,tertiary,no,0,yes,no,1,-1,0,yes,unknown
self-employed,married,tertiary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,685,yes,no,1,-1,0,no,unknown
management,married,primary,no,22856,no,no,1,388,1,no,failure
services,single,secondary,no,-352,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,602,yes,no,1,-1,0,no,unknown
management,married,secondary,no,-588,yes,no,4,-1,0,no,unknown
student,single,secondary,no,302,no,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,5314,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,64,yes,yes,2,-1,0,no,unknown
technician,single,tertiary,no,632,no,no,10,-1,0,no,unknown
technician,single,secondary,no,5731,yes,no,2,167,4,no,other
technician,married,secondary,no,902,no,no,6,-1,0,no,unknown
blue-collar,single,secondary,no,6307,yes,no,1,-1,0,no,unknown
management,divorced,secondary,no,112,no,yes,3,-1,0,no,unknown
services,married,secondary,no,0,no,yes,1,-1,0,no,unknown
admin.,single,tertiary,no,621,no,no,1,-1,0,no,unknown
technician,single,secondary,no,435,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,782,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,478,yes,no,1,-1,0,no,unknown
services,married,unknown,no,7864,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,1910,yes,no,1,-1,0,no,unknown
technician,divorced,tertiary,no,1174,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,1270,yes,no,2,165,2,no,other
management,single,tertiary,no,18,no,no,11,-1,0,no,unknown
blue-collar,married,secondary,no,141,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,2886,no,no,1,-1,0,no,unknown
technician,married,secondary,no,2715,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,1100,yes,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,516,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,1,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,775,no,no,2,-1,0,no,unknown
unknown,married,primary,no,634,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,5715,no,no,2,-1,0,no,unknown
admin.,married,unknown,no,1088,yes,no,1,-1,0,no,unknown
entrepreneur,married,secondary,no,1532,yes,yes,7,-1,0,no,unknown
retired,married,primary,no,75,no,no,2,-1,0,no,unknown
technician,single,secondary,no,103,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,134,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,748,no,no,7,130,3,no,other
technician,married,secondary,no,1990,yes,yes,4,-1,0,no,unknown
technician,married,tertiary,no,192,no,no,2,-1,0,no,unknown
technician,single,secondary,no,267,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,586,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,648,yes,yes,1,-1,0,no,unknown
entrepreneur,divorced,secondary,yes,25,yes,no,1,370,4,no,other
admin.,single,secondary,no,96,yes,no,2,348,3,no,other
management,married,tertiary,no,1116,yes,no,5,-1,0,no,unknown
technician,divorced,secondary,no,-90,no,yes,1,-1,0,yes,unknown
entrepreneur,married,tertiary,no,170,yes,no,1,-1,0,yes,unknown
technician,single,secondary,no,3665,no,no,3,-1,0,yes,unknown
management,single,tertiary,no,2380,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,179,no,no,3,-1,0,no,unknown
management,married,tertiary,no,763,yes,no,7,300,2,yes,other
services,married,secondary,no,320,no,no,4,-1,0,yes,unknown
technician,married,secondary,no,1960,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,818,yes,no,5,-1,0,no,unknown
admin.,married,secondary,no,2678,yes,no,5,-1,0,no,unknown
admin.,married,tertiary,no,1980,no,no,2,-1,0,no,unknown
management,married,tertiary,no,1582,no,no,2,197,1,no,failure
retired,single,unknown,no,62,no,no,1,-1,0,no,unknown
housemaid,married,primary,no,235,no,no,2,-1,0,no,unknown
management,married,tertiary,no,489,yes,no,5,-1,0,no,unknown
self-employed,married,tertiary,no,3931,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,699,yes,yes,2,122,2,yes,other
technician,married,secondary,no,58,yes,no,2,-1,0,no,unknown
housemaid,divorced,secondary,no,1327,no,no,2,-1,0,no,unknown
services,married,secondary,no,557,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,741,yes,no,1,-1,0,no,unknown
management,married,primary,no,3230,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,1439,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,120,yes,no,11,-1,0,no,unknown
management,married,tertiary,no,1058,no,no,3,-1,0,yes,unknown
blue-collar,married,primary,no,881,yes,no,1,370,2,no,failure
technician,married,secondary,no,6728,no,no,1,96,4,yes,success
retired,married,secondary,no,462,no,no,2,-1,0,no,unknown
self-employed,married,secondary,no,167,yes,yes,4,295,1,no,failure
entrepreneur,married,tertiary,no,1574,yes,no,3,-1,0,no,unknown
technician,single,tertiary,no,1625,no,no,1,109,1,yes,failure
management,married,tertiary,no,562,no,no,2,-1,0,no,unknown
technician,married,secondary,no,9305,yes,no,2,-1,0,no,unknown
technician,single,secondary,no,35,no,yes,1,-1,0,no,unknown
management,single,tertiary,no,0,no,no,2,-1,0,no,unknown
management,single,tertiary,no,2486,yes,no,1,-1,0,no,unknown
services,single,secondary,no,368,no,no,1,-1,0,no,unknown
management,single,secondary,no,1558,yes,no,1,-1,0,no,unknown
blue-collar,single,primary,no,8627,yes,no,1,346,1,no,failure
management,single,tertiary,no,2590,no,no,2,484,2,no,other
management,married,tertiary,no,0,yes,yes,3,-1,0,no,unknown
technician,single,tertiary,no,900,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,385,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1649,yes,no,3,-1,0,no,unknown
housemaid,divorced,secondary,no,9228,no,no,4,-1,0,yes,unknown
admin.,married,secondary,no,0,yes,yes,2,-1,0,no,unknown
unemployed,single,tertiary,no,1,no,no,2,-1,0,no,unknown
services,married,secondary,no,771,yes,no,4,-1,0,no,unknown
services,married,secondary,no,280,yes,no,3,-1,0,no,unknown
retired,married,primary,no,46,no,no,2,-1,0,no,unknown
management,married,tertiary,no,2431,yes,no,5,-1,0,yes,unknown
retired,single,tertiary,no,308,no,no,2,-1,0,no,unknown
management,divorced,tertiary,no,160,yes,no,6,-1,0,no,unknown
blue-collar,single,secondary,no,555,yes,no,4,-1,0,no,unknown
technician,single,secondary,no,778,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,48,no,no,2,-1,0,no,unknown
admin.,married,primary,no,169,yes,no,3,-1,0,no,unknown
services,divorced,secondary,no,12,yes,no,1,-1,0,no,unknown
housemaid,married,primary,no,848,no,no,1,187,1,no,other
management,married,secondary,no,481,yes,no,1,110,2,no,other
services,married,tertiary,no,12223,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,-254,yes,yes,2,-1,0,no,unknown
self-employed,married,tertiary,no,1148,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,5,no,no,1,-1,0,no,unknown
services,single,secondary,no,50,yes,no,1,-1,0,no,unknown
blue-collar,divorced,primary,no,92,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,470,yes,no,13,-1,0,yes,unknown
technician,married,secondary,no,0,no,no,4,-1,0,no,unknown
unemployed,divorced,primary,no,109,no,no,4,-1,0,no,unknown
services,married,secondary,no,440,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,0,no,no,4,-1,0,yes,unknown
services,single,secondary,no,2685,no,yes,1,-1,0,no,unknown
admin.,divorced,secondary,yes,-3,yes,no,5,-1,0,no,unknown
management,married,tertiary,no,7007,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,220,yes,no,1,-1,0,no,unknown
retired,married,primary,no,1548,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,326,yes,yes,1,-1,0,no,unknown
technician,divorced,secondary,no,0,yes,no,6,-1,0,no,unknown
blue-collar,married,secondary,no,123,no,no,3,-1,0,no,unknown
management,single,tertiary,no,697,no,no,1,99,3,no,failure
services,single,tertiary,no,223,yes,no,1,-1,0,no,unknown
student,married,secondary,no,1694,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,4446,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,894,yes,no,1,326,1,no,other
technician,divorced,secondary,no,202,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,0,no,no,2,-1,0,no,unknown
technician,married,tertiary,no,1707,no,no,3,-1,0,no,unknown
technician,married,secondary,no,13658,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,406,no,no,5,-1,0,no,unknown
services,married,secondary,no,96,no,no,2,-1,0,no,unknown
housemaid,married,secondary,no,0,yes,no,1,-1,0,yes,unknown
technician,married,tertiary,no,-276,no,yes,4,-1,0,no,unknown
retired,married,secondary,no,413,no,no,5,-1,0,no,unknown
blue-collar,married,primary,no,655,yes,no,2,258,4,no,failure
retired,divorced,primary,no,694,no,no,1,102,1,yes,other
admin.,single,secondary,no,10218,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,1646,yes,no,1,184,6,yes,success
admin.,single,tertiary,no,14,no,no,1,120,1,no,failure
management,married,tertiary,no,7635,no,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,9,yes,no,7,-1,0,no,unknown
management,single,secondary,no,1029,yes,no,1,-1,0,no,unknown
